video ID,uploader,age,category,length,views,rate,ratings,comments
HAuNjuRqG7I,bobimir,637.0,Comedy,467.0,80.0,0.0,0.0,1.0
pmciA9wX5tM,fairysari,431.0,Pets & Animals,113.0,485.0,5.0,1.0,4.0
m23JFZ_XLt8,fairysari,431.0,Pets & Animals,127.0,372.0,5.0,1.0,2.0
x4qrUj4pLvc,davidcichycpa,671.0,Comedy,197.0,58.0,0.0,0.0,0.0
pkXff7-ir5Y,splinky2,397.0,Comedy,59.0,11807.0,4.36,55.0,18.0
tQZRt6AO9d0,sadr,472.0,Music,384.0,1475.0,4.4,10.0,8.0
gf5BsRvL86M,mezzy95,610.0,Entertainment,144.0,2221.0,4.8,5.0,1.0
4T-5gwINutk,jackrocks2,523.0,Music,164.0,1494.0,4.14,7.0,10.0
99TeBTzgi64,lildrummer1987,492.0,Music,221.0,2883.0,4.57,7.0,17.0
2If0JfsWv8Q,chunkysalsa,373.0,Comedy,79.0,4971.0,4.46,13.0,11.0
cpL9ss2Y8qk,Brisk317,592.0,Comedy,589.0,655.0,3.75,4.0,2.0
hHFPVJX4Drg,bigboyparis,558.0,Music,335.0,762.0,5.0,2.0,1.0
K25aDZxXh0I,natemansface,384.0,People & Blogs,563.0,122.0,2.0,1.0,0.0
vSxgO_BRjZY,freeforall9,520.0,News & Politics,163.0,1054.0,5.0,2.0,7.0
oqk1Nx1aVeg,xtremetechjunky,474.0,Sports,265.0,222.0,0.0,0.0,1.0
bk1avGha3oo,WeasleysN1Girl,466.0,News & Politics,350.0,390.0,3.0,1.0,0.0
hHLd4E0YXTw,WeHoGirls,675.0,People & Blogs,109.0,1911.0,3.43,28.0,8.0
qkwvqHjQA8Y,dadaguitargirl,629.0,Music,482.0,236.0,5.0,4.0,0.0
tlKg3m6Ph2Q,slowfaller,592.0,Music,277.0,1233.0,0.0,0.0,0.0
eZYpb28U9Rk,K80Blog,724.0,Comedy,123.0,1105.0,4.61,46.0,66.0
oLbJYd9AJ7c,chewiejf9525,405.0,Entertainment,251.0,604.0,5.0,3.0,0.0
Yt1QSNt48uY,chewiejf9525,405.0,Comedy,324.0,347.0,5.0,7.0,2.0
MlCZ8UWhCNs,chewiejf9525,405.0,Entertainment,44.0,691.0,5.0,4.0,6.0
-LojFqdK5iQ,chewiejf9525,395.0,Entertainment,404.0,224.0,3.29,7.0,0.0
odneaSyxBuU,chewiejf9525,397.0,Comedy,399.0,479.0,3.86,7.0,0.0
o5HdcY0OKZI,chewiejf9525,396.0,Film & Animation,467.0,212.0,3.5,2.0,2.0
Z7GT7-8BYmc,spacecowboy1337,397.0,Howto & DIY,89.0,689.0,3.43,7.0,5.0
1M9fAq0orvg,spacecowboy1337,430.0,Comedy,597.0,1132.0,5.0,4.0,4.0
i1d3NWo1cRA,spacecowboy1337,430.0,Entertainment,227.0,307.0,5.0,7.0,2.0
malQ3nXpaqw,spacecowboy1337,421.0,Entertainment,617.0,543.0,5.0,3.0,0.0
39dY0qPAuAw,spacecowboy1337,590.0,People & Blogs,705.0,236.0,5.0,1.0,0.0
-SqiYgUZHIQ,spacecowboy1337,468.0,Comedy,513.0,269.0,5.0,4.0,0.0
-LE2x7A6IME,spacecowboy1337,595.0,Comedy,613.0,188.0,5.0,2.0,2.0
qco7vK_AqgQ,spacecowboy1337,426.0,People & Blogs,170.0,282.0,5.0,1.0,1.0
uKognMXUsTM,spacecowboy1337,694.0,Music,239.0,185.0,5.0,1.0,3.0
zGncXK_8RmA,spacecowboy1337,603.0,Film & Animation,763.0,201.0,5.0,2.0,0.0
3BiKkjGAgBM,MARtheBEANER,359.0,Music,281.0,203507.0,4.71,349.0,163.0
amHsAm1TXFk,demonictroll,251.0,Music,281.0,197864.0,4.74,346.0,83.0
Z-wl6-QbP60,valarx,407.0,Music,242.0,8091.0,4.84,32.0,6.0
ZGKwcVFEdUQ,kramerica07,717.0,Comedy,112.0,569.0,4.75,4.0,2.0
v8Mj-Fj5Vzo,Zupraman,705.0,Comedy,198.0,1662.0,5.0,12.0,3.0
Ck9aSV0FZ0I,joelnferreira02,685.0,Entertainment,351.0,3045.0,4.88,8.0,2.0
vsgOPDKOI7I,qhrebel06,685.0,Comedy,376.0,162.0,3.33,3.0,0.0
MXYSulvOEd8,ljshaffer,683.0,Entertainment,381.0,795.0,4.67,6.0,2.0
UBrdCrSLs4w,ljshaffer,683.0,Entertainment,315.0,1710.0,3.33,3.0,0.0
nJ09Mt74PyE,ljshaffer,682.0,Entertainment,150.0,1175.0,4.0,6.0,1.0
qEtXNilP3y0,ljshaffer,683.0,Entertainment,240.0,749.0,3.0,2.0,0.0
wSPhDYePwfc,ziporex,692.0,Entertainment,122.0,144263.0,4.46,204.0,143.0
lIsekRxWMbw,MaackMaster,597.0,Music,53.0,580.0,5.0,2.0,5.0
xd82BS--Fzw,vintersto,682.0,Music,156.0,145.0,0.0,0.0,0.0
4X6YgfqXYpo,malin2706,490.0,Music,247.0,1322.0,4.58,12.0,5.0
UoKJ8Tp89eY,Ingvild4693,730.0,Music,244.0,154.0,5.0,1.0,0.0
-YjIkl617bE,hanne1990,724.0,Music,248.0,40.0,5.0,1.0,0.0
pQh6tXMYRic,Vanjaa,743.0,Entertainment,248.0,407.0,4.14,7.0,3.0
8PUP5zUP_to,hanne1990,724.0,Music,239.0,46.0,0.0,0.0,0.0
NO5qqAAVltE,SciFi2u,727.0,Entertainment,103.0,1318.0,5.0,1.0,4.0
xVuX35tU0no,SciFi2u,727.0,Entertainment,108.0,1357.0,5.0,4.0,1.0
0MazC22kZNo,LostSpoilers,737.0,Entertainment,63.0,27406.0,4.76,37.0,19.0
MmOtvVdqReM,LostSpoilers,729.0,Entertainment,243.0,1849.0,5.0,4.0,2.0
RzBzMbcuLsg,LostSpoilers,729.0,Entertainment,106.0,6667.0,5.0,9.0,3.0
x1WVjxKHRFM,LostSpoilers,718.0,Entertainment,82.0,9065.0,4.5,14.0,4.0
0jvy0VJ43wc,LostSpoilers,729.0,Entertainment,31.0,37992.0,4.87,30.0,33.0
dTROmkp9mFc,LostSpoilers,732.0,Entertainment,15.0,2283.0,4.67,9.0,6.0
0723U4jSj-I,LostSpoilers,742.0,Entertainment,148.0,3468.0,4.54,13.0,8.0
RqSQR1_VX6g,LostSpoilers,719.0,Entertainment,60.0,1540.0,5.0,5.0,7.0
jUaDdKS4Y-0,LostSpoilers,740.0,Entertainment,57.0,18228.0,4.81,32.0,18.0
aAiocY5waec,LostSpoilers,736.0,Entertainment,26.0,37671.0,4.59,22.0,14.0
wqh9T1QiNWg,LostSpoilers,743.0,Entertainment,53.0,1704.0,4.75,4.0,5.0
qMWGKW_K8fQ,LostSpoilers,743.0,Entertainment,30.0,1553.0,4.89,9.0,3.0
mVCFbUPPZRo,dabestdefense,725.0,Entertainment,89.0,4767.0,3.67,3.0,4.0
In6VJlpE7w0,lucfoerdstudios,731.0,Entertainment,87.0,598.0,4.0,1.0,7.0
izjl_zgLTAY,TheJazzmann,726.0,Entertainment,85.0,60.0,0.0,0.0,0.0
_fGSp9dWb9M,dayrell2006,740.0,Film & Animation,105.0,884.0,0.0,0.0,0.0
qkHGOJkyY-0,diogodine,727.0,Entertainment,97.0,870.0,5.0,3.0,1.0
1Rb9bcqY9C0,AtHomeBoy,725.0,Entertainment,19.0,194.0,4.33,3.0,0.0
O5AwWU_WSao,denzellin,625.0,Music,343.0,383.0,5.0,3.0,2.0
PGwCssqj-sg,ChannelHide,537.0,People & Blogs,60.0,13298.0,3.03,34.0,45.0
dQrErGNmkrM,EniGma92,726.0,Entertainment,75.0,652.0,5.0,1.0,2.0
48vqUlUGWZk,juliomont8888,718.0,Music,234.0,486.0,5.0,2.0,3.0
GXEBeCWoRkY,Surrealidade,546.0,Entertainment,174.0,4660.0,4.37,19.0,10.0
GT6MXGVE6yQ,bigwallypants,684.0,Film & Animation,127.0,720.0,4.77,13.0,4.0
oVn-XobePkw,pepangelist,517.0,Entertainment,247.0,187.0,0.0,0.0,0.0
OegN4tgu13Y,rrguezg,577.0,Howto & DIY,104.0,160.0,0.0,0.0,0.0
8cEZE6tPVCk,davidmex101,497.0,Music,206.0,110697.0,4.9,190.0,41.0
9D9mH73u5c4,bunny209,444.0,Music,192.0,38249.0,4.93,29.0,3.0
F84b9MsBp90,losmanantiales,573.0,Music,247.0,16332.0,4.75,16.0,2.0
l5APBVYldok,ricardoculiacan,565.0,Music,391.0,14388.0,4.62,29.0,5.0
_mRsxFTovMA,andu456123789,514.0,People & Blogs,303.0,8145.0,4.0,5.0,24.0
UOP3W9qBlD0,zimmer51,528.0,Music,440.0,13694.0,4.92,53.0,19.0
S6qh9r74EE0,XOXCaramelCandyXOX,632.0,Pets & Animals,26.0,5800.0,4.47,17.0,18.0
T6_lJYq-n8s,durangovaquero,338.0,Music,223.0,11397.0,4.75,16.0,3.0
vBmv2loRtZY,railer03,517.0,Music,582.0,79146.0,4.88,198.0,31.0
UgePxqh__PM,davidmex101,500.0,Music,234.0,117458.0,4.9,129.0,21.0
q4O_S3MNrBI,MEXIICAN,405.0,Music,192.0,193503.0,4.77,204.0,46.0
7o6n_9Nu7HA,coralino,691.0,Music,168.0,99598.0,4.66,70.0,24.0
RmjzDXxQ-hw,DSImagry,546.0,Music,181.0,46655.0,4.92,59.0,15.0
C3d2i-cpz78,huarache99,714.0,Music,226.0,25990.0,4.89,35.0,13.0
OC199bgO628,XxCherryNakoXx,381.0,Music,180.0,42931.0,4.12,40.0,33.0
jaQnU9RCuk8,primosdurango,717.0,Music,229.0,20512.0,5.0,17.0,14.0
gi7gSUMivaE,VINSEL,489.0,Music,171.0,285899.0,4.85,210.0,22.0
S015aNcBnKQ,luka734,584.0,Comedy,230.0,39622.0,4.87,168.0,16.0
_1Y8gCOgO-Y,terzappi,576.0,Entertainment,125.0,10500.0,4.8,20.0,3.0
_uKg8vqMyCs,jeshii,429.0,People & Blogs,908.0,2901.0,3.57,21.0,11.0
XUQ640Bs67k,capogol,609.0,Comedy,230.0,13663.0,4.59,41.0,2.0
unEi3MjkuwY,jeshii,436.0,News & Politics,584.0,2665.0,3.62,24.0,7.0
OusEQyGxEFQ,jeshii,462.0,People & Blogs,794.0,1004.0,3.53,19.0,10.0
ieQLKGIa7AY,jeshii,432.0,People & Blogs,869.0,930.0,3.72,18.0,5.0
_zm_n7nn0xE,ninnu1979,733.0,People & Blogs,244.0,1006.0,5.0,2.0,1.0
SjWgAwMmnZw,radioaporrea,568.0,News & Politics,159.0,1238.0,3.67,3.0,7.0
s_e83nNYSsc,dvarela,514.0,Music,291.0,986.0,5.0,5.0,1.0
kP3hGUHXVjI,dvarela,514.0,Music,183.0,309.0,2.5,2.0,0.0
vUHLKIPogjQ,amomondo,720.0,People & Blogs,224.0,46.0,0.0,0.0,0.0
rLXNS7_LPpw,pixxxxx,714.0,Entertainment,230.0,1424.0,5.0,2.0,2.0
Nockmfwhuyg,Korpilampi,647.0,News & Politics,20.0,225.0,0.0,0.0,0.0
1jhwOyRZ8xU,sdd88,720.0,Comedy,7.0,129.0,0.0,0.0,0.0
ePndiPcLF3g,studiodavoz,727.0,Film & Animation,29.0,5.0,0.0,0.0,0.0
dh1MYxGBPnk,sdd88,720.0,Comedy,8.0,24.0,0.0,0.0,0.0
XLacuqgI9Ho,StaffGrillo,731.0,News & Politics,194.0,153367.0,4.74,258.0,52.0
TlJM-yLpnVc,debito2006,708.0,Entertainment,218.0,71.0,0.0,0.0,0.0
3koI2bvN1wU,cyberbronson1,624.0,News & Politics,40.0,445.0,0.0,0.0,0.0
jtZQFNzws_k,orvex,648.0,News & Politics,390.0,7591.0,3.73,11.0,16.0
tQdPhY3daIo,orvex,648.0,News & Politics,362.0,3697.0,3.14,7.0,14.0
0jYjOVCeRf0,orvex,655.0,People & Blogs,136.0,1681.0,2.57,7.0,10.0
sakdi90ZXi4,lagardera,653.0,News & Politics,341.0,315.0,0.0,0.0,0.0
jBdkrJRXTu0,orvex,675.0,Comedy,60.0,2709.0,3.0,4.0,13.0
wBbKQIv8A6Q,lagardera,653.0,News & Politics,244.0,321.0,0.0,0.0,0.0
WflJ9O3tlWA,gbastidas6,606.0,News & Politics,493.0,55870.0,4.53,85.0,135.0
JxB8ZrSj4NQ,lagardera,654.0,News & Politics,139.0,358.0,5.0,1.0,1.0
OaDR0ik653Y,MariaCorinaMachado,602.0,People & Blogs,58.0,24884.0,2.37,82.0,115.0
7v0LfHnREiA,yosmaryderausseo,608.0,News & Politics,59.0,1518.0,3.2,5.0,9.0
-_RG5CH2J1c,orvex,658.0,People & Blogs,351.0,2339.0,1.0,1.0,16.0
cSe7Ts4av1U,tsanudo,656.0,Comedy,146.0,3458.0,4.48,25.0,1.0
D5ZYzQZKPv0,jimmy12006,654.0,News & Politics,138.0,1565.0,4.2,10.0,4.0
tN8fAhvVJZI,Maxg47,607.0,People & Blogs,3.0,1304.0,1.0,1.0,0.0
hVKixG6vSC4,SpanishExpatriates,597.0,Entertainment,164.0,2217.0,3.55,11.0,4.0
0sEbTaJuQsk,SpanishExpatriates,669.0,News & Politics,588.0,3792.0,4.2,25.0,8.0
-sk-8SLtdwA,SpanishExpatriates,557.0,News & Politics,114.0,680.0,5.0,5.0,0.0
jletzt8qkpw,SpanishExpatriates,566.0,Entertainment,243.0,3023.0,4.18,11.0,1.0
9tys10GTefI,SpanishExpatriates,703.0,News & Politics,258.0,1039.0,3.18,11.0,2.0
gFdfkQnK4Tk,SpanishExpatriates,570.0,Entertainment,93.0,2546.0,3.93,15.0,11.0
W_djzl6hFyA,SpanishExpatriates,566.0,Entertainment,210.0,5039.0,3.57,21.0,2.0
-lwkvtbEwNs,SpanishExpatriates,566.0,Entertainment,93.0,1080.0,4.71,7.0,1.0
yzlZMgyA-DY,SpanishExpatriates,571.0,Entertainment,167.0,5147.0,3.29,7.0,4.0
T5jbsPreAK0,SpanishExpatriates,669.0,News & Politics,596.0,1820.0,4.33,18.0,2.0
3kRkrhxpVIw,SpanishExpatriates,566.0,Entertainment,535.0,1578.0,4.43,14.0,0.0
VbeWcfSSQxs,SpanishExpatriates,570.0,Entertainment,13.0,3983.0,4.1,10.0,3.0
szGEF0M3MCo,SpanishExpatriates,670.0,News & Politics,24.0,461.0,4.0,7.0,0.0
qADgFxa_h4M,SpanishExpatriates,578.0,News & Politics,200.0,11867.0,2.98,92.0,5.0
0OiILD73pXY,SpanishExpatriates,570.0,Entertainment,267.0,2037.0,4.45,11.0,3.0
uhIY_9svMmw,SpanishExpatriates,570.0,Entertainment,168.0,1593.0,4.0,8.0,6.0
ScSjKFu317U,SpanishExpatriates,659.0,News & Politics,390.0,1126.0,3.4,10.0,4.0
vk-c57eBU7Q,Susana1985BCN,639.0,Entertainment,298.0,121.0,0.0,0.0,0.0
0nnP2wqrhPo,thegooniellega,617.0,Comedy,33.0,167.0,0.0,0.0,1.0
5lLqjSAFto0,fparodig,668.0,Music,431.0,1430.0,4.0,3.0,1.0
RzcNwprn7xo,joseacoostalva,588.0,Comedy,540.0,8564.0,5.0,24.0,5.0
7q8dx_25X14,joseacoostalva,589.0,Comedy,314.0,5576.0,5.0,18.0,2.0
L1F3FDQQmVc,crashionvideos,640.0,Howto & DIY,833.0,195.0,5.0,1.0,0.0
RZq1xGo--PU,penmig,524.0,Comedy,71.0,1494.0,5.0,2.0,0.0
pG6iZTwtxuQ,giorgy8080,567.0,People & Blogs,70.0,368.0,0.0,0.0,0.0
jWKBnouPyeY,robertodg,493.0,Film & Animation,198.0,83.0,0.0,0.0,0.0
Oj28FTBrdBk,dinojmc,647.0,Comedy,76.0,253.0,0.0,0.0,0.0
k4fl_tGq_Yg,omaryo2,0.0, UNA ,49.0,105.0,3.0,1.0,0.0
8n3Op5Kyu4A,medallamesa,576.0,People & Blogs,36.0,1708.0,3.67,3.0,3.0
ZT0BCqbPF1Q,avenidalibertad,550.0,News & Politics,83.0,313.0,0.0,0.0,0.0
ZWs-wKhibR4,rius15,670.0,Comedy,268.0,23.0,0.0,0.0,0.0
ZkeXul38Gxw,omaryo2,573.0,Comedy,18.0,370.0,0.0,0.0,1.0
hQvoSSr7Ag4,juniorhdez,647.0,Entertainment,194.0,34.0,0.0,0.0,0.0
tcJAIKrIIjs,thegooniellega,617.0,Comedy,33.0,43.0,0.0,0.0,0.0
yebH0rn05SA,lasaventurasdedidi,705.0,Travel & Places,29.0,35.0,0.0,0.0,0.0
eupwTH07qYk,EmileDevars,727.0,Howto & DIY,11.0,156.0,0.0,0.0,0.0
b7wpIu8DyH0,ancude,566.0,People & Blogs,7.0,354.0,0.0,0.0,0.0
kyQFGsUNHww,univoco,613.0,Pets & Animals,51.0,726.0,4.67,3.0,0.0
SGkvgi0urE4,univoco,617.0,Pets & Animals,49.0,3006.0,3.2,5.0,0.0
gpNpezVnPwM,univoco,627.0,Pets & Animals,108.0,480.0,3.0,2.0,0.0
5ToLxHSCCco,univoco,718.0,People & Blogs,444.0,464.0,0.0,0.0,0.0
s3SOASdrzSY,univoco,683.0,Pets & Animals,233.0,862.0,0.0,0.0,0.0
Xe1seEvys_A,univoco,671.0,People & Blogs,50.0,306.0,0.0,0.0,0.0
hVkpGxoJe44,univoco,702.0,Pets & Animals,179.0,119.0,0.0,0.0,0.0
PwCmsSej5mo,univoco,699.0,News & Politics,309.0,395.0,0.0,0.0,0.0
Qf7ghUNYV84,univoco,683.0,Pets & Animals,407.0,610.0,0.0,0.0,0.0
8qyxvtmeUvg,univoco,693.0,Pets & Animals,127.0,746.0,0.0,0.0,0.0
0CjqEZoRvCQ,univoco,698.0,News & Politics,145.0,417.0,0.0,0.0,0.0
lmbSL4sxUZ8,univoco,718.0,People & Blogs,598.0,277.0,0.0,0.0,0.0
RS0dT4JBDVE,univoco,669.0,People & Blogs,89.0,309.0,3.5,2.0,0.0
M6rNfzJ6ZFU,univoco,734.0,Pets & Animals,121.0,37.0,0.0,0.0,0.0
N5rm1NnGHgs,univoco,681.0,Pets & Animals,44.0,367.0,0.0,0.0,0.0
T7JD1Po7OHg,univoco,669.0,People & Blogs,586.0,367.0,5.0,1.0,0.0
P0rME6J104U,seemann69,676.0,People & Blogs,362.0,512.0,5.0,3.0,4.0
O_2twhVOHho,seemann69,727.0,People & Blogs,332.0,315.0,5.0,3.0,9.0
_f7N-LdvOXI,seemann69,685.0,People & Blogs,175.0,277.0,5.0,1.0,1.0
m3fIKqmVxbE,gregleens,654.0,Music,256.0,31703.0,4.0,16.0,8.0
qZcWfCi4Lyg,cualcerdo,672.0,Comedy,21.0,138153.0,4.69,216.0,60.0
2nmsiIKwB8U,apot2,472.0,Film & Animation,45.0,6128.0,3.89,9.0,1.0
aVaDV2XD308,iluruguaiano,674.0,Comedy,282.0,300.0,0.0,0.0,0.0
9Nwmky4kn98,rifkitu,668.0,Music,283.0,1678.0,3.67,3.0,0.0
rwD-ov9t6c0,oscaanzc,642.0,Music,210.0,7728.0,5.0,3.0,0.0
7V3DZH9bPfY,agustinucho,498.0,Comedy,224.0,6207.0,4.65,17.0,2.0
HiLXIewUqPU,superfranthemanscpe,686.0,Comedy,761.0,993.0,5.0,6.0,1.0
NBIbHmZZwu8,saviorrock,673.0,Comedy,370.0,435.0,0.0,0.0,0.0
CFEqWWQhu-w,jlujan,310.0,People & Blogs,650.0,2186.0,0.0,0.0,0.0
eT3mr7QFj-w,AliceBathory,677.0,People & Blogs,242.0,1373.0,4.22,9.0,2.0
lR_QyWCQsls,alvarowagner,654.0,Comedy,156.0,10674.0,4.9,20.0,11.0
DmqPX50Dz5Q,juanshows,299.0,Comedy,193.0,5317.0,2.83,6.0,0.0
vcz0Xtf5l08,Conteur,663.0,Music,135.0,1716.0,5.0,2.0,11.0
vJYwlWojbyE,PUROPOGO,679.0,People & Blogs,299.0,514.0,0.0,0.0,0.0
EZSAqiOk5PU,Julianchis,290.0,Music,126.0,1082.0,4.5,2.0,0.0
m460jwrCVlM,videointeresantes,694.0,People & Blogs,208.0,51.0,5.0,1.0,0.0
fXQ0vuVOl2I,radioaporrea,652.0,News & Politics,152.0,659.0,5.0,2.0,0.0
gGxPUuhQpT0,nequigalotti,744.0,People & Blogs,265.0,64.0,5.0,1.0,0.0
rjONDL1BvTk,radioaporrea,630.0,Sports,101.0,275.0,0.0,0.0,2.0
fXHEHsrdYj0,youngnastyman83,676.0,Music,67.0,140.0,3.0,2.0,2.0
LEFfqRRvfNg,ferdjxd1,574.0,Comedy,31.0,845.0,2.33,3.0,3.0
WL1lDcUFZfo,verdeny,527.0,Sports,28.0,2379.0,4.33,6.0,3.0
LYJ3iJGBEKE,alfredoms,717.0,Comedy,216.0,23.0,0.0,0.0,0.0
RPeju6NXUek,daniaaaa,736.0,Comedy,487.0,23.0,0.0,0.0,1.0
WjzboyclIp0,alfredoms,618.0,Comedy,40.0,137.0,0.0,0.0,0.0
3iUlRHTv6ZI,parla2007,689.0,People & Blogs,57.0,32.0,0.0,0.0,0.0
KwgZnxj0DfQ,caritobas,588.0,Sports,22.0,220.0,5.0,2.0,0.0
mufbCnaUfCQ,chanchales,740.0,People & Blogs,333.0,6.0,0.0,0.0,0.0
a5IBmAZJ0Ss,germy4U,660.0,Sports,27.0,73.0,0.0,0.0,1.0
bCBwPQk94Zs,Gamecultura,715.0,Gadgets & Games,89.0,21.0,5.0,2.0,0.0
VtTvX3g3hE0,alfredoms,712.0,People & Blogs,244.0,21.0,0.0,0.0,0.0
-jeq399gMTE,carlosfizek,711.0,People & Blogs,43.0,44.0,0.0,0.0,0.0
ubt4Xwww3dk,alfredoms,719.0,Comedy,182.0,2.0,0.0,0.0,0.0
llekO2dr1V8,romivavi,485.0,Entertainment,410.0,15521.0,4.79,43.0,14.0
S0oNKE3FOIc,romivavi,485.0,Entertainment,229.0,10596.0,4.96,24.0,3.0
XkwwCqnPl8M,SuecusUtanfor,732.0,Music,276.0,3940.0,5.0,16.0,14.0
0CB1fYnplJo,sinapoyo,307.0,Music,84.0,30658.0,4.91,47.0,9.0
dYaD_TLQhNw,jenrique76,592.0,Music,300.0,13098.0,4.62,8.0,5.0
O-tQJtBt5Zk,MJonaChe,732.0,Music,181.0,5249.0,4.52,29.0,22.0
3KZo0roiOuI,marti2910,498.0,Music,156.0,15079.0,4.85,27.0,8.0
HaeN78ATY0U,REVISTA2002,643.0,Music,480.0,1999.0,1.0,1.0,0.0
kuOIYSm4EKM,SuecusUtanfor,739.0,Music,517.0,4694.0,4.75,28.0,11.0
0OoQGUsHiRA,OIMC,690.0,Music,184.0,5131.0,5.0,11.0,15.0
yM1I1kVBt8k,alobo1603,375.0,Music,239.0,16601.0,4.83,35.0,7.0
irDyLgXAC_Q,africolombia,474.0,Music,255.0,14582.0,4.79,24.0,13.0
hfqARypGeAE,enriquealex87,739.0,Music,180.0,10639.0,4.35,23.0,28.0
MrNCaRHlnFQ,isipop,664.0,Music,260.0,1264.0,4.5,4.0,3.0
bHBF7C-CJ0A,TheCatholic,348.0,Music,161.0,8462.0,5.0,18.0,5.0
Ofk4_EYPBJc,visionyreino,578.0,Music,227.0,5016.0,4.5,8.0,2.0
bawYe7kgKJw,capcsubasa,660.0,Entertainment,237.0,4352.0,5.0,7.0,10.0
QexEYb0sC8M,Carmenuela,592.0,Music,187.0,1731.0,5.0,3.0,5.0
Ngd9WFstOTE,kapurthalense,699.0,Music,186.0,5969.0,3.81,16.0,9.0
Zp6OtH_RpxU,noel5690,684.0,Music,227.0,3424.0,4.6,5.0,0.0
vu8aIebwA90,dosnacho,718.0,People & Blogs,115.0,58.0,0.0,0.0,0.0
tWAf5wWtrew,qaesar,717.0,People & Blogs,68.0,29.0,0.0,0.0,0.0
jZ_GTbuBUJ0,Giovanni31,581.0,Music,214.0,19740.0,4.74,35.0,19.0
wX_YGcMKTgo,AnGElHisPANo,626.0,Music,176.0,6974.0,4.75,4.0,2.0
dFspzOMhy_M,raketika,628.0,Comedy,285.0,3088.0,3.67,9.0,0.0
sfnrv1XOBXk,rodrigogar,537.0,Music,209.0,2186.0,4.8,5.0,3.0
LVNa7k5kLi4,porroche,605.0,Music,192.0,6701.0,5.0,9.0,12.0
jPKA7rZHEuo,ZandRoiDe,559.0,Music,282.0,1133.0,3.67,3.0,5.0
4BKH44roNAQ,isipop,630.0,Music,198.0,744.0,5.0,3.0,2.0
OwGUyQNZoOw,TalbotHorizon,637.0,Comedy,475.0,1640.0,5.0,6.0,3.0
syU7yFcJWXI,Aliens51,722.0,Music,245.0,1150.0,5.0,4.0,2.0
mx9aFrIkrK0,realityisalways,630.0,Music,222.0,1059.0,5.0,6.0,4.0
LDps7YqrLZU,dakuone,631.0,Music,214.0,2860.0,5.0,16.0,1.0
aBd0Wosq2n4,blackamsel,685.0,Music,217.0,670.0,5.0,2.0,3.0
9FQZAVgIhJo,Politah,669.0,Music,240.0,581.0,4.5,2.0,2.0
TASa_IFpvpU,guscla,516.0,Entertainment,63.0,3125.0,5.0,5.0,4.0
eognehfubiU,frikitv,556.0,Comedy,120.0,2185.0,4.5,4.0,2.0
LgryXyzJtoc,YURIDIOyMAS,706.0,Music,330.0,481.0,5.0,2.0,2.0
cQcgMrmjBFk,hidethespider,744.0,Music,219.0,65.0,5.0,2.0,3.0
jnootJ2vLLk,WLcreations,559.0,Entertainment,241.0,3081.0,5.0,13.0,12.0
m5EsU-XQGgk,XXXPsychoblaze,646.0,Music,469.0,12234.0,4.96,25.0,11.0
k8IqPFBQxdE,XXXPsychoblaze,646.0,Music,370.0,14955.0,4.95,22.0,9.0
ihPIiXva7A8,ElPablit,520.0,Music,44.0,9708.0,4.91,22.0,10.0
eSo3ymP5PVg,ElPablit,657.0,Music,156.0,3043.0,5.0,8.0,7.0
pWQXy_2O0do,movexz,327.0,Music,310.0,8525.0,2.94,17.0,21.0
ELTbMPSdfXM,devilishaumaan,457.0,Music,481.0,67968.0,4.85,141.0,29.0
91-_oHQKSDI,kawa0924,352.0,Music,404.0,8549.0,4.8,20.0,6.0
E4JLajV_zWE,FuturistiQ,298.0,Entertainment,186.0,15378.0,3.82,38.0,56.0
ScsgTrehCXw,devilishaumaan,543.0,Music,611.0,103315.0,4.83,219.0,52.0
2k1rV6PEHYU,devilishaumaan,696.0,Music,599.0,6953.0,5.0,16.0,0.0
loiX6V_4H7I,devilishaumaan,465.0,Music,619.0,20253.0,4.89,36.0,6.0
VTTBkiNWaZI,devilishaumaan,663.0,Music,479.0,7260.0,4.61,18.0,5.0
GqaUu_oZQ2A,devilishaumaan,665.0,Music,355.0,3905.0,4.43,14.0,0.0
GGOyMW0Vt4Q,Szed,426.0,Music,273.0,6218.0,5.0,10.0,0.0
sUa-rel7Ntk,Szed,424.0,Music,397.0,3979.0,4.7,20.0,13.0
TEBe8xZNP2I,devilishaumaan,641.0,Music,88.0,8378.0,4.5,10.0,4.0
CrUuiSkqm38,hide1998,302.0,Music,250.0,118877.0,4.89,245.0,75.0
dY2jO7lQle8,devilishaumaan,705.0,Music,296.0,4883.0,5.0,14.0,2.0
ZnS3ru2T1KQ,Mellie,496.0,Music,354.0,26983.0,4.91,45.0,9.0
JIhoXMVqPcc,trooperds,505.0,Music,57.0,4920.0,5.0,13.0,9.0
F4w0Oss-LVY,trooperds,505.0,Music,52.0,3182.0,4.5,8.0,5.0
7JJvq_wrocE,trooperds,505.0,Music,50.0,1658.0,5.0,8.0,2.0
-yzWqnW5eSs,SidVicious14,742.0,Music,227.0,31.0,0.0,0.0,0.0
4-TMBz2e7-I,sfmichele,480.0,Music,257.0,1881.0,5.0,6.0,3.0
sFefhQacKm0,fetalities,456.0,Music,257.0,438.0,4.8,5.0,0.0
CWR0vgg4AEM,vigilante82,405.0,Autos & Vehicles,300.0,20301.0,4.67,36.0,40.0
KyiElo-rNZg,vigilante82,405.0,Autos & Vehicles,186.0,14981.0,5.0,32.0,20.0
