video ID,uploader,age,category,length,views,rate,ratings,comments
GHRIBWQci3U,halloweenhollywood,620.0,Entertainment,414.0,119.0,4.0,2.0,0.0
U-B0PB-MDd4,aussiebeachut,711.0,Film & Animation,37.0,346.0,5.0,1.0,0.0
d114wNBSQYU,3guys,438.0,Comedy,252.0,2433.0,2.33,6.0,2.0
vBwur1S-n_o,SamanthaFan,601.0,Entertainment,28.0,1086.0,5.0,6.0,0.0
vx0P8JHHh6k,goatpussy,548.0,News & Politics,536.0,26549.0,4.72,39.0,31.0
1bt4vxZWLGs,TheMysteryMethod,539.0,Entertainment,369.0,61122.0,4.49,57.0,47.0
sWMTvl_U2oQ,bergerb1215,720.0,Sports,193.0,271.0,5.0,1.0,0.0
VHlrE1saOMc,donnietheg,695.0,Film & Animation,953.0,468.0,4.75,4.0,3.0
Si7DxOu31V0,donnietheg,699.0,Film & Animation,986.0,119.0,4.0,1.0,0.0
QQtPytgXzfY,donnietheg,695.0,Film & Animation,1123.0,287.0,5.0,3.0,2.0
aS7U2y8fDrY,donnietheg,695.0,Film & Animation,840.0,101.0,4.0,1.0,0.0
vEI8lC842FQ,christinepatton,638.0,Entertainment,164.0,494.0,3.0,2.0,0.0
kUew4qQSkbw,iVillageLive,658.0,Entertainment,26.0,340.0,5.0,1.0,1.0
NrC2-L6GE9Q,partduex,729.0,Entertainment,34.0,3984.0,5.0,9.0,10.0
1mseOv_UOds,Lpspider,596.0,Entertainment,68.0,15484.0,4.56,9.0,11.0
HA5Vtxe5e5w,freakorama,741.0,Entertainment,22.0,15761.0,5.0,17.0,28.0
BmDgiwlhhd4,infelt,710.0,Entertainment,344.0,11259.0,4.85,26.0,18.0
pEa6Cnczy5c,rcarey,595.0,Entertainment,164.0,2715.0,3.06,17.0,10.0
sCMu_htpmzw,freakorama,650.0,Entertainment,480.0,6988.0,4.67,18.0,24.0
xGhsi-j_mZo,123lucyfur,730.0,Entertainment,361.0,3459.0,4.65,23.0,8.0
R2fLZH6Wjpw,NewsRadioJunkie,591.0,Entertainment,535.0,7071.0,4.53,15.0,2.0
ag5rULU_PgM,bmdavll,664.0,Entertainment,433.0,5576.0,5.0,22.0,11.0
xltkU5LeDIM,ImagineMeOnWaterSkis,640.0,Comedy,420.0,5053.0,4.69,13.0,1.0
3L-7xkf7Sy8,ImagineMeOnWaterSkis,639.0,Comedy,449.0,4252.0,4.69,13.0,1.0
buKN8fxxAlI,macjack84,536.0,Comedy,302.0,4438.0,4.82,50.0,4.0
AgJUcBV-168,macjack84,545.0,Comedy,255.0,4304.0,5.0,35.0,11.0
rm69xnsLayc,jimmyjamesinc,656.0,Entertainment,201.0,300.0,5.0,1.0,3.0
_9PAcrzYTpw,KateTastic,526.0,Entertainment,414.0,7414.0,4.98,44.0,6.0
01UIB2X-WK0,macjack84,536.0,Comedy,177.0,5544.0,4.9,51.0,7.0
4rnsztmGdIk,NewsRadioJunkie,592.0,Entertainment,568.0,4841.0,4.46,13.0,2.0
BhsnJjTx_3s,KateTastic,526.0,Entertainment,408.0,5549.0,5.0,47.0,9.0
Eswbv4vYMTc,SomeSillyGoose,666.0,Comedy,637.0,3697.0,5.0,7.0,4.0
kSVVD-RxI_s,macjack84,545.0,Comedy,348.0,1844.0,5.0,9.0,1.0
rEDO6jRW5a0,SomeSillyGoose,662.0,Comedy,603.0,3299.0,5.0,11.0,3.0
oe61YzmfJzY,KateTastic,526.0,Entertainment,362.0,5565.0,4.91,46.0,4.0
idZCL_vhlmo,SomeSillyGoose,666.0,Comedy,653.0,2765.0,5.0,6.0,5.0
KrWiS6wU9o0,ImagineMeOnWaterSkis,657.0,Comedy,440.0,4293.0,4.6,10.0,5.0
t2856VTng_w,ImagineMeOnWaterSkis,639.0,Comedy,448.0,3795.0,4.69,13.0,1.0
pwpghU0pmkA,Debratopia,711.0,Entertainment,401.0,316.0,5.0,1.0,0.0
rdePHFnACoM,Debratopia,711.0,Entertainment,114.0,240.0,0.0,0.0,0.0
FpdsdTu78GY,WGTEPreviews,741.0,Entertainment,78.0,21.0,0.0,0.0,0.0
gnIrimjy7C8,theetourist,450.0,Music,260.0,1030.0,5.0,2.0,2.0
Fn4TOBwM1WM,EmoSonic,684.0,Music,436.0,228.0,3.0,1.0,2.0
w9Tld1QeGSE,bethymolko,342.0,Pets & Animals,94.0,369.0,0.0,0.0,1.0
0jjSuuGf9SU,Babylove333,601.0,Film & Animation,7.0,1825.0,5.0,3.0,1.0
RdD_IAcPuo8,indorilian,525.0,Entertainment,99.0,114.0,5.0,1.0,1.0
SPcaRFjwI5I,DreadfulDreamer,526.0,Gadgets & Games,211.0,1384.0,0.0,0.0,6.0
iyF-_Nw28Vs,janlukky,650.0,Gadgets & Games,237.0,395.0,4.0,4.0,1.0
Ez-_8YLTB8U,KazexHane,673.0,Gadgets & Games,257.0,317.0,5.0,4.0,7.0
2mI75d-amJo,lilcutie24704,699.0,Entertainment,185.0,51.0,0.0,0.0,0.0
BzImXPu4bq0,apjccjqa,402.0,Entertainment,247.0,2645.0,2.5,8.0,4.0
RVULtyAYNCw,woefullybadfaith,664.0,Film & Animation,240.0,1030.0,4.57,7.0,9.0
D-Bk8WYSsCk,NarcolepticFilms,525.0,Comedy,151.0,329.0,5.0,4.0,1.0
MMo9Lqp3yIc,aguioria,663.0,Comedy,94.0,3923.0,5.0,5.0,2.0
UFlLXlF6B04,TaraCross,485.0,Film & Animation,125.0,1491.0,4.75,8.0,7.0
0Rx23Ohy0LE,jellydonut88,656.0,Comedy,228.0,76.0,0.0,0.0,0.0
9F0QqUNQSLE,sosyalit,679.0,Comedy,143.0,470.0,5.0,2.0,2.0
o6qkC_FB-Vw,MogAnarchy,722.0,Entertainment,500.0,48.0,0.0,0.0,0.0
QLbqj87xZXQ,kishl,650.0,Comedy,62.0,25.0,0.0,0.0,0.0
qiG26qapWVA,JunquionTV,292.0,Entertainment,5.0,7511.0,3.7,20.0,5.0
HZE-3NSMEyU,fourkicks,586.0,Pets & Animals,10.0,97.0,0.0,0.0,0.0
cC0rCcLg-VM,sakai1,523.0,Comedy,22.0,216.0,2.67,3.0,4.0
TyuQc83N3fA,Kioko92,461.0,Comedy,143.0,32893.0,4.88,121.0,44.0
E3HWeCPoxiI,mehlam,721.0,Sports,11.0,300.0,0.0,0.0,2.0
jcUhS6rPoes,kishl,650.0,Comedy,18.0,11.0,0.0,0.0,0.0
JZAkGfJY05k,rodday,523.0,Comedy,250.0,45311.0,4.73,131.0,33.0
EMgzvdQXaco,ToLCol,720.0,Entertainment,10.0,292.0,0.0,0.0,0.0
JRbhY14GcOY,ToLCol,720.0,Entertainment,4.0,203.0,0.0,0.0,0.0
25PUKo8OD0w,mobious1X,600.0,Comedy,84.0,2972.0,4.0,4.0,4.0
7L_K9NRRqSI,boritom,480.0,Comedy,169.0,11900.0,3.86,70.0,16.0
JtQzPo5veVY,zaraphud,550.0,Comedy,114.0,12499.0,4.82,34.0,8.0
D4jQ_AWl3gs,rodday,525.0,Comedy,85.0,19319.0,4.62,39.0,6.0
YQTcy9c4KF0,ezza4lyf,603.0,Comedy,134.0,4289.0,5.0,17.0,5.0
_M3IioCClIU,theagonybooth,530.0,Entertainment,53.0,30747.0,4.79,62.0,14.0
8ItRakh64NI,CmdrCryptOS,701.0,Comedy,134.0,214.0,5.0,2.0,1.0
Y6blwzfcdKk,kpiscoolie,260.0,Entertainment,134.0,18581.0,4.7,101.0,13.0
obWbV3J7wu8,tk420bro,593.0,Entertainment,271.0,39526.0,4.84,187.0,46.0
aIRu1fV7Yj8,applcinamn,686.0,Entertainment,327.0,563.0,5.0,4.0,5.0
o9GdiMyDPMQ,candyabble,707.0,Entertainment,242.0,724.0,5.0,3.0,5.0
7QN0ZWjB3K0,bertico78,703.0,Autos & Vehicles,40.0,201.0,0.0,0.0,1.0
bEzNc_6l9A4,weatherguru76,672.0,News & Politics,26.0,242.0,5.0,1.0,1.0
5cwKokouJ9k,dejayteo,658.0,Music,593.0,175.0,0.0,0.0,0.0
QzOFZ4607YA,demonickalfun,722.0,Autos & Vehicles,455.0,873.0,4.16,25.0,45.0
S0UL1Lp4BdA,cas1nitelife,556.0,Entertainment,300.0,2155.0,3.78,9.0,0.0
S37v5DRvK1o,classicGL,679.0,Entertainment,338.0,382.0,5.0,3.0,0.0
QO6cyNwM2uA,vietcho187,367.0,Autos & Vehicles,892.0,14086.0,5.0,35.0,14.0
VPY4KBWR5Po,celebratingthesoaps,480.0,Entertainment,268.0,3881.0,4.89,9.0,2.0
lWlJRl0_egc,BeautifulSoul28,718.0,Entertainment,555.0,1235.0,5.0,7.0,8.0
SSK6oM7SA5E,imdiggincarjack,384.0,Entertainment,193.0,3039.0,5.0,9.0,1.0
a3vi_7J4gBU,soapfan88,553.0,Entertainment,274.0,5502.0,4.78,49.0,19.0
MuujxHzxOb0,ryrosmissus,691.0,Music,85.0,3380.0,4.89,19.0,14.0
UFBdEbSbE7E,xeirux,685.0,Music,199.0,1706.0,4.0,3.0,3.0
CzG9qrWRy9A,ryrosmissus,696.0,Music,193.0,3259.0,4.93,30.0,22.0
2XZ7IofvNLs,ryrosmissus,695.0,Music,193.0,2735.0,4.87,30.0,17.0
37cyxpGukRM,xeirux,685.0,Music,190.0,497.0,3.33,3.0,2.0
6uzgS1c_XvI,picturesquelove,685.0,Music,91.0,1275.0,3.67,3.0,0.0
vgUAWpPBYjc,Atishia15,688.0,Music,193.0,1386.0,5.0,9.0,14.0
wjElBFNcbHg,Atishia15,688.0,Music,193.0,598.0,5.0,7.0,9.0
NiUhPI96Yvc,JerseyGirlEQ,369.0,Music,9.0,5022.0,3.45,29.0,12.0
7b_U9xHN0ds,Ice1948,647.0,Gadgets & Games,217.0,15416.0,4.72,103.0,43.0
naMYbi36BhM,AKP262,484.0,Comedy,432.0,1085.0,4.0,8.0,5.0
AOMMIoHDpsQ,ClearviewPro,743.0,Comedy,112.0,248.0,1.0,1.0,0.0
pBHjFbOlhWg,ClearviewPro,743.0,Comedy,92.0,294.0,0.0,0.0,0.0
r9RsdsxQadM,xSoilderSidex,369.0,Comedy,225.0,780.0,2.6,5.0,2.0
Px2wlaIi3hI,danpascooch,634.0,Comedy,108.0,352.0,2.5,6.0,1.0
BLmB9GUwUGM,NBC,593.0,Entertainment,69.0,26507.0,4.73,62.0,38.0
7Lroy0yZc-M,LampOnAHill,656.0,Comedy,344.0,406.0,2.2,5.0,4.0
__OMMh0wI14,LampOnAHill,663.0,Comedy,423.0,158.0,1.0,2.0,0.0
pAlBGk96Qo4,NBC,629.0,Entertainment,63.0,4987.0,4.92,12.0,6.0
YSX8LqjgoAw,NBC,697.0,Entertainment,108.0,19040.0,4.72,32.0,29.0
t6iYMgS1ki0,NBC,579.0,Entertainment,159.0,325956.0,2.94,290.0,129.0
Gkhwalouw08,urotec,744.0,Film & Animation,35.0,532.0,4.67,3.0,0.0
37BK8O0SpU0,NBC,693.0,Entertainment,63.0,2660.0,4.85,13.0,11.0
lWocznTb8MQ,NBC,693.0,Entertainment,63.0,7245.0,4.45,62.0,27.0
yoG_HDJt4kk,sportswomen,642.0,Sports,5.0,7355.0,3.89,9.0,0.0
-nv-fOUcEzo,saraviak,660.0,People & Blogs,163.0,15882.0,4.06,17.0,3.0
1ar5Z8-Ht4M,saraviak,630.0,People & Blogs,103.0,32936.0,4.72,25.0,5.0
20i9iLegfHk,songus,651.0,Entertainment,163.0,18938.0,4.5,16.0,5.0
x7kqH_0nebM,intelligentidiot619,712.0,People & Blogs,162.0,1675.0,3.0,1.0,0.0
QqTtuueED7U,bestclipsonline,610.0,Entertainment,40.0,9766.0,3.75,8.0,1.0
LhiJocMyWpQ,junior04,630.0,Entertainment,224.0,23264.0,4.77,22.0,6.0
GY88pMOjlIQ,km121976,714.0,People & Blogs,163.0,984.0,5.0,2.0,0.0
4tt2jBlz53w,acctmanager26,640.0,Entertainment,74.0,7033.0,3.6,5.0,0.0
GXT3QonXoew,calibre63,733.0,Entertainment,163.0,221.0,5.0,1.0,0.0
bo2Gj0XVa7A,zoidberg62,0.0, UNA ,161.0,21986.0,3.88,34.0,21.0
2LcY4izblK4,MasterOfHyrule1,571.0,People & Blogs,11.0,2152.0,3.25,4.0,6.0
4ranwQCXAVY,weirdways,741.0,Comedy,26.0,113.0,1.0,3.0,1.0
t8tra5ReatQ,TheSeaBeyond,632.0,Comedy,32.0,2760.0,5.0,1.0,0.0
b8spmT2VZyg,TheSeaBeyond,632.0,Comedy,32.0,1427.0,5.0,2.0,0.0
eAlT0ek2wbw,SkyWonderful,638.0,Entertainment,32.0,248.0,0.0,0.0,0.0
rwCVzZoHK2U,HouseThai,628.0,Entertainment,30.0,109.0,0.0,0.0,0.0
wSUGKXESz54,SkyWonderful,638.0,Entertainment,31.0,185.0,0.0,0.0,0.0
Sgbq4XbUqbg,OldHistorical,625.0,Comedy,30.0,893.0,5.0,2.0,1.0
jZU1dD-yzz4,OldHistorical,625.0,Comedy,31.0,153.0,0.0,0.0,0.0
2R_yyC51qVg,OldHistorical,625.0,Comedy,46.0,214.0,0.0,0.0,0.0
ywSO61Etvxg,TheSeaBeyond,634.0,Entertainment,17.0,224.0,1.0,1.0,0.0
W9oDUbARmhA,SkyWonderful,638.0,Entertainment,32.0,77.0,0.0,0.0,0.0
ER0KufqCDzQ,SkyWonderful,638.0,Entertainment,32.0,50.0,0.0,0.0,0.0
k2krXmyJ-60,TheSeaBeyond,634.0,Entertainment,17.0,185.0,0.0,0.0,0.0
4GZUfnzRm9I,OldHistorical,625.0,Entertainment,17.0,117.0,0.0,0.0,0.0
VVUosjQOSFQ,ShowAum,631.0,Comedy,17.0,37.0,5.0,1.0,0.0
gUiv-gK1wFE,ShowAum,631.0,Comedy,32.0,10982.0,4.0,2.0,0.0
xbcxg1a8p5o,Shikamaru12345678910,732.0,Film & Animation,577.0,762.0,5.0,3.0,3.0
2vEvGCd9fw8,KmanDaPeach,736.0,Film & Animation,582.0,555.0,5.0,5.0,0.0
MH2d0EansI4,jhomssss,745.0,Film & Animation,1384.0,368.0,4.94,47.0,22.0
jHuPi0L-kA0,sbwarrior,744.0,Film & Animation,545.0,1338.0,4.5,10.0,1.0
tTs2Zem_cOA,sbwarrior,744.0,Film & Animation,570.0,242.0,4.2,5.0,2.0
s5xOU0-PoqA,DrGer,744.0,Film & Animation,513.0,1034.0,4.14,7.0,5.0
5Vkxpk1d7Zc,knockoutsknockouts,738.0,Entertainment,597.0,37558.0,4.37,143.0,74.0
juGpk7QqD4M,knockoutsknockouts,728.0,Entertainment,299.0,9014.0,3.75,52.0,35.0
5eNOpCaLqu8,07913441023,739.0,Entertainment,181.0,1152.0,4.55,11.0,19.0
tbMlqXQz8QI,NarutoShippuden,737.0,Autos & Vehicles,1344.0,20417.0,4.96,158.0,119.0
jWNVApXrCRY,omgwtfitzben,744.0,Entertainment,599.0,1450.0,4.88,34.0,28.0
ttHhd775K0U,erkstar,682.0,Music,285.0,10884.0,5.0,16.0,18.0
nh40ORDE8Io,ejbasketball100,713.0,Music,294.0,6466.0,4.7,23.0,11.0
LUgHARmlg94,kidlighting,571.0,Music,254.0,4737.0,4.88,16.0,5.0
FF7S8l3JeM4,GurlsLuvDisney,727.0,Entertainment,177.0,3614.0,4.71,7.0,6.0
EMimFt5iUBQ,SYLENA1989,684.0,Music,292.0,3069.0,5.0,12.0,2.0
0flohmIVObs,Sh0wStOppA,735.0,Music,221.0,569.0,5.0,5.0,4.0
EjuE8WfPzqY,Arosss,730.0,Comedy,409.0,649.0,4.67,6.0,3.0
JmR6B2gte0M,xXxMizKaosxXx,650.0,Music,290.0,11323.0,4.95,20.0,11.0
YeqNS_tH_sA,palastina,697.0,People & Blogs,197.0,102.0,0.0,0.0,2.0
PMgF8zpbDQM,soon2basinger,743.0,Entertainment,252.0,104.0,5.0,1.0,0.0
edtLSlOWvbE,XxDiJaHkHa247xX,744.0,Music,295.0,12.0,0.0,0.0,0.0
PJglNkjap24,thamagicsho2003,738.0,Music,223.0,9506.0,4.05,22.0,16.0
K6WeaSrc3Hw,brandonthagreat07,726.0,Music,261.0,9229.0,4.56,39.0,15.0
uJH-ONtrgtM,SHAX003TNBSQUAD,744.0,Music,239.0,47.0,0.0,0.0,0.0
GLdjF1Qz4g8,filno,579.0,Music,206.0,152011.0,4.7,434.0,245.0
q4n1-2htMyk,NuJerseyDevil91,555.0,Music,254.0,16137.0,4.39,56.0,15.0
LRPxvrww0k8,antjames15,570.0,Music,263.0,46620.0,4.7,61.0,29.0
d_46yY7tNl0,biscuitz12,640.0,Music,256.0,1768.0,4.2,5.0,6.0
uUwIiWSLRwY,DashMaXxed,679.0,Music,22.0,899.0,0.0,0.0,0.0
5x0bDa1XM1U,dimediva12,653.0,Music,76.0,222.0,0.0,0.0,1.0
GwqJMdmIVYE,izlamz,735.0,Music,315.0,1395.0,3.86,7.0,4.0
cNzS37klFfY,Lamborghini412,712.0,Music,180.0,35.0,0.0,0.0,0.0
0MeaW5DyxUg,reignman40oz,673.0,Music,273.0,3731.0,5.0,10.0,6.0
IpF3tQRtezk,Hydraweapon,501.0,Music,263.0,29174.0,4.91,65.0,13.0
DyCABRcDu2c,sssll,583.0,Music,266.0,9256.0,4.74,23.0,13.0
RQgfQJWqMc8,menace83,351.0,Music,118.0,10095.0,4.92,24.0,1.0
wP0eRgcTS4Q,Sess369,740.0,Entertainment,180.0,39.0,3.0,2.0,4.0
5UH4ZsI0-vM,leleomiranda,680.0,People & Blogs,200.0,298.0,5.0,1.0,0.0
rjIEppXtW9k,tatimanzo,671.0,News & Politics,291.0,49.0,0.0,0.0,0.0
36g0LhHdypg,Ruka1022,733.0,People & Blogs,317.0,32.0,0.0,0.0,0.0
riJ32v5dc9Y,leonnzin,728.0,Film & Animation,65.0,83.0,0.0,0.0,0.0
ZUK6CU0_54Q,crazybirdy,562.0,People & Blogs,34.0,170.0,0.0,0.0,-2.0
WUK2wLkEZhg,DanniloMandu,717.0,Music,17.0,75.0,0.0,0.0,0.0
4Ao1bvmTYVw,miguelarroba,709.0,Entertainment,339.0,118.0,5.0,1.0,0.0
41vnPzohRTk,perolaloira,717.0,People & Blogs,194.0,91.0,0.0,0.0,0.0
1lq2C5_Z5Q0,rivamoutinho,572.0,People & Blogs,29.0,7591.0,4.33,18.0,4.0
NtwTv8VWgUU,bergsonphb,724.0,Sports,133.0,61.0,5.0,1.0,0.0
qr2tBk9XiPM,audiovisual2006,0.0, UNA ,698.0,26763.0,4.65,163.0,76.0
reNEXCF0SXI,sluzio,588.0,Comedy,168.0,182085.0,4.86,368.0,66.0
2x71QrWe3I0,allanpaulino,575.0,Sports,92.0,5401.0,5.0,4.0,0.0
i3bmOWuV-yA,lucasbraune,532.0,Music,217.0,1056.0,3.67,3.0,2.0
7jFplFvR7JU,SaPoXiXi,617.0,Sports,248.0,27028.0,4.86,104.0,104.0
5k4YbhcAr9Q,BrunoMassinham,588.0,Entertainment,364.0,15423.0,4.72,29.0,23.0
UISVKpkTdsA,fathawk,523.0,Sports,158.0,82447.0,4.62,61.0,39.0
rz2uWYiVe7Y,813BALLER,691.0,Music,157.0,7687.0,2.2,5.0,5.0
IR9yNLAclT8,knicksup19,607.0,Music,58.0,17724.0,2.33,3.0,9.0
PGET3UGwFmo,biscuitz12,640.0,Music,251.0,1782.0,3.58,12.0,8.0
artMo_RzNrw,biscuitz12,640.0,Music,250.0,1361.0,4.5,8.0,3.0
HDdL9Fq7hMU,knicksup19,608.0,Entertainment,71.0,4473.0,3.0,1.0,6.0
Tb7iPvlN5ng,knicksup19,634.0,Music,61.0,1023.0,5.0,3.0,3.0
XTP7qqiZUCM,centraljerseyskate,687.0,Entertainment,15.0,1117.0,4.67,3.0,4.0
_r08Asy3XXw,777Wyze777,742.0,Music,315.0,139.0,5.0,1.0,0.0
F7hTCknNRuI,CoperateThug,493.0,Music,265.0,13111.0,4.87,38.0,10.0
iWy5-BZca2M,DoLLaBoi,458.0,Music,181.0,3144.0,4.5,2.0,0.0
0KQXXtZyxho,Dynallye,683.0,Music,269.0,587.0,2.0,1.0,0.0
_un76AUP9Po,PuppetFilmsDotCom,713.0,People & Blogs,158.0,4767.0,5.0,8.0,5.0
aJwwCj_aHLU,princemishooo,692.0,Music,203.0,3319.0,5.0,11.0,7.0
f34Q8KIXyS8,whatzup45,0.0, UNA ,312.0,19775.0,4.9,49.0,22.0
UeBk0JaTk4s,edquick,704.0,Music,277.0,545.0,5.0,1.0,1.0
TVJoGOQbaWk,1teezy,664.0,Entertainment,164.0,1300.0,4.4,5.0,2.0
21Z2zxPvQjw,Dre3,679.0,Music,131.0,2341.0,5.0,5.0,2.0
q31RAfm7Y58,DateWithDestinyNet,743.0,Music,207.0,2559.0,5.0,7.0,5.0
miqYb5ZfhXU,rtlks,744.0,Music,208.0,270.0,5.0,2.0,0.0
UYFFvVYxr0w,sebitas20,744.0,Music,206.0,15.0,0.0,0.0,0.0
wISKe3zoBSw,hipandpopcom,743.0,Entertainment,207.0,2783.0,4.56,9.0,4.0
CRsFyNmFxr4,gunotdotca,744.0,Music,207.0,509.0,5.0,3.0,0.0
8ePi4ru3AI4,raulito007,744.0,Music,207.0,120.0,0.0,0.0,0.0
tQ9VCxXgvJc,AdoptMeAngelina,744.0,Music,207.0,384.0,5.0,1.0,3.0
AFmFtdFosbQ,espacioperdido,743.0,Music,213.0,1194.0,4.87,15.0,3.0
rtoV87Gwxi4,BlackDiamondz,744.0,Music,207.0,228.0,5.0,1.0,0.0
P0Np4r2yQ0w,eurothalys,744.0,Music,207.0,235.0,5.0,2.0,2.0
aD6Z6jnUCfk,txitxi40,744.0,Music,207.0,182.0,5.0,2.0,0.0
h5mviH94tTw,BruMormilo,744.0,Music,207.0,52.0,5.0,1.0,0.0
Jt6XPKblIFY,rodriguez9127,744.0,Music,202.0,62.0,0.0,0.0,0.0
rJexZuwkLgY,virgin2388,743.0,Music,207.0,2433.0,4.5,8.0,9.0
fJiEInq8rGM,ticketwood,744.0,Music,221.0,960.0,5.0,1.0,1.0
QHEPagrq76k,BnitaM2004,744.0,Music,207.0,228.0,4.5,2.0,1.0
9gKFFVsZodQ,migueleichun,744.0,Music,207.0,137.0,0.0,0.0,0.0
as_Ye1uePAk,tamerkole,737.0,Pets & Animals,38.0,1258.0,5.0,2.0,2.0
k7Fl0yhQraU,yelizz,618.0,People & Blogs,7.0,150.0,0.0,0.0,0.0
5WuBgKzljmk,emrahmyers,648.0,Sports,21.0,5084.0,5.0,8.0,0.0
SW-8Z-OM7vw,Ysneagle,674.0,Comedy,53.0,314.0,0.0,0.0,0.0
RgP9a9exSes,ertok232323,726.0,People & Blogs,127.0,80.0,0.0,0.0,0.0
E5qbNLjhIEg,conilo,536.0,Sports,10.0,5756.0,4.45,22.0,9.0
ILwn4sseaCM,efeakgun,605.0,Sports,503.0,3105.0,5.0,16.0,5.0
VR2ta7RDlhQ,efeakgun,605.0,Sports,437.0,1267.0,5.0,5.0,0.0
1G1hW-pbbuY,efeakgun,606.0,Sports,297.0,986.0,4.45,11.0,1.0
fCUhjxvf8fQ,clearedfortakeoff,625.0,Sports,91.0,951.0,5.0,3.0,3.0
k3zCvsMUa9c,clearedfortakeoff,612.0,Sports,57.0,1382.0,5.0,3.0,9.0
C-0bFbZDipM,umutulas,698.0,Sports,151.0,107.0,0.0,0.0,0.0
UnCfKKnD0c8,AykutDogan,637.0,News & Politics,95.0,295.0,0.0,0.0,0.0
dnR6wSSlL54,umutulas,698.0,Sports,87.0,89.0,5.0,1.0,0.0
W-vZCB13ZhA,serkansahin1985,610.0,Sports,23.0,2847.0,3.86,7.0,0.0
3vEibuGSe9M,umutulas,698.0,Sports,47.0,140.0,5.0,2.0,0.0
q1SOuPDMQX8,metinn07,727.0,Sports,59.0,169.0,5.0,2.0,0.0
4Jlgvs-bXBs,aristid84,658.0,Sports,16.0,328.0,0.0,0.0,1.0
HWd7aHZtMUQ,BilkentFB,630.0,Sports,11.0,1195.0,4.08,13.0,10.0
f05lPlQ1YnM,ggecegezen,745.0,Sports,10.0,10.0,0.0,0.0,0.0
ELjxKW5_MZw,hobbit1905,635.0,Comedy,56.0,267.0,0.0,0.0,0.0
zaa6ECOhu7w,torresvitoria,514.0,Music,62.0,10239.0,4.4,10.0,10.0
MCbKENq0DfI,patpo,431.0,Travel & Places,148.0,1620.0,3.5,2.0,0.0
YDlqvz4AFL4,pepe727,608.0,Travel & Places,414.0,2968.0,3.6,5.0,0.0
cYjyGLmmkRg,gianni1928387,650.0,Music,240.0,351.0,5.0,3.0,0.0
MDkZdHxI1E8,w1llth3thr1ll,608.0,Music,603.0,7577.0,4.55,11.0,4.0
_CW1dROgJso,hididley,469.0,Travel & Places,598.0,5285.0,4.24,21.0,7.0
rnCt9CDc0KI,ApunDesi,480.0,Music,155.0,29198.0,4.96,45.0,25.0
i2JiNrqm-5A,rafaperillas,539.0,Travel & Places,213.0,16304.0,4.25,12.0,6.0
2ikTHlEK4Eo,aznpwr99,544.0,Music,256.0,8142.0,4.78,36.0,28.0
ILO1-20S_iQ,w1llth3thr1ll,622.0,Music,621.0,8785.0,4.95,21.0,10.0
jLM3SfJznOw,Pipokito,595.0,Music,295.0,4430.0,5.0,7.0,11.0
q7ONpXzbEz0,xamonich,602.0,Entertainment,88.0,54391.0,2.35,20.0,7.0
OQP-uBfx_QE,diegolf,0.0, UNA ,188.0,7265.0,4.29,17.0,1.0
AKIlVE0moWY,manin250,741.0,Autos & Vehicles,213.0,331.0,0.0,0.0,0.0
WKh0h39I39Y,chezlucblog,383.0,Travel & Places,223.0,1956.0,3.25,4.0,1.0
gLBOo0zDwS8,ebangin,330.0,Entertainment,185.0,19852.0,4.92,66.0,31.0
UjAyfhnV0ME,d0nNa22,536.0,Entertainment,260.0,11237.0,4.94,33.0,8.0
ofo7rKbXRk4,spuky,528.0,Entertainment,90.0,3650.0,4.0,2.0,0.0
cbwZ9kLqmpM,abkod,681.0,Travel & Places,121.0,174.0,5.0,2.0,1.0
PLVC3wQh3ss,wextremew,736.0,Sports,43.0,44.0,5.0,1.0,0.0
7pUddAW8dj8,spidermanronur,657.0,Sports,24.0,256.0,0.0,0.0,0.0
T_htoZFWkeE,mustafaultraslan06,716.0,Sports,38.0,220.0,5.0,1.0,0.0
wtAWK08bwMY,teufelturkei,651.0,Sports,27.0,396.0,4.2,5.0,2.0
1EhlFOoYktU,nodabas,666.0,Sports,103.0,123111.0,4.5,145.0,76.0
9bMEF_6--_g,nodabas,737.0,Sports,159.0,14919.0,4.38,8.0,22.0
0Rsr_YVRAOQ,golazo,355.0,Sports,54.0,65141.0,4.73,120.0,63.0
AH7pOUm5s9k,smartyz,421.0,Music,186.0,29093.0,4.93,28.0,17.0
_DW4kZAdzxo,Tinckerbel10,483.0,News & Politics,127.0,25570.0,3.75,8.0,7.0
emlqE8_adW4,Yautja71,533.0,Music,195.0,46768.0,4.48,23.0,13.0
OkhJtlEkDOk,ankaranehri,619.0,Sports,60.0,7770.0,3.89,19.0,12.0
K7bfeXzWITI,Alperb7,523.0,Sports,51.0,7857.0,4.74,46.0,9.0
4SARMmKJc4s,makoac,642.0,Sports,179.0,896.0,4.0,4.0,5.0
-Y9s1LeWE1c,SJHUF,649.0,Sports,71.0,1257.0,5.0,2.0,11.0
l0IQ0PXBn2w,ankaranehri,644.0,Sports,75.0,3192.0,5.0,4.0,4.0
U4Hkw3-ZDrw,ankaranehri,718.0,Sports,100.0,508.0,5.0,2.0,3.0
WBNisLn-4m4,gurkibaba,635.0,Sports,83.0,485.0,5.0,6.0,1.0
xsE5O3eTlqk,ashkin2,688.0,Sports,48.0,366.0,5.0,1.0,10.0
J_Jb4bBNgRA,SJHUF,649.0,Sports,20.0,345.0,4.5,4.0,2.0
